Title,Authors,Venue,Year,URL
"International Conference on Machine Learning, ICML 2022, 17-23 July 2022, Baltimore, Maryland, USA.","Kamalika Chaudhuri, Stefanie Jegelka, Le Song, Csaba Szepesvári, Gang Niu 0001, Sivan Sabato","['ICML', 'Proceedings of Machine Learning Research']",2022,http://proceedings.mlr.press/v162/
"21st IEEE International Conference on Machine Learning and Applications, ICMLA 2022, Nassau, Bahamas, December 12-14, 2022","M. Arif Wani, Mehmed M. Kantardzic, Vasile Palade, Daniel Neagu, Longzhi Yang, Kit Yan Chan",ICMLA,2022,https://doi.org/10.1109/ICMLA55696.2022
"International Conference on Machine Learning and Cybernetics, ICMLC 2022, Japan, September 9-11, 2022",,ICMLC,2022,https://doi.org/10.1109/ICMLC56445.2022
"ICMLC 2022: 14th International Conference on Machine Learning and Computing, Guangzhou, China, February 18 - 21, 2022",,ICMLC,2022,https://doi.org/10.1145/3529836
"ICMLSC 2022: The 6th International Conference on Machine Learning and Soft Computing, Haikou, China, January 15 - 17, 2022",,ICMLSC,2022,https://doi.org/10.1145/3523150
"ICMLT 2022: 7th International Conference on Machine Learning Technologies, Rome, Italy, March 11 - 13, 2022",,ICMLT,2022,https://doi.org/10.1145/3529399
"xxAI - Beyond Explainable AI - International Workshop, Held in Conjunction with ICML 2020, July 18, 2020, Vienna, Austria, Revised and Extended Papers","Andreas Holzinger, Randy Goebel, Ruth Fong, Taesup Moon, Klaus-Robert Müller, Wojciech Samek","['xxAI@ICML', 'Lecture Notes in Computer Science']",2022,https://doi.org/10.1007/978-3-031-04083-2
"The ICML 2022 Expressive Vocalizations Workshop and Competition: Recognizing, Generating, and Personalizing Vocal Bursts.","Alice Baird, Panagiotis Tzirakis, Gauthier Gidel, Marco Jiralerspong, Eilif B. Muller, Kory W. Mathewson, Björn W. Schuller, Erik Cambria, Dacher Keltner, Alan Cowen",CoRR,2022,https://doi.org/10.48550/arXiv.2205.01780
"Proceedings of the ICML 2022 Expressive Vocalizations Workshop and Competition: Recognizing, Generating, and Personalizing Vocal Bursts.","Alice Baird, Panagiotis Tzirakis, Gauthier Gidel, Marco Jiralerspong, Eilif B. Muller, Kory W. Mathewson, Björn W. Schuller, Erik Cambria, Dacher Keltner, Alan Cowen",CoRR,2022,https://doi.org/10.48550/arXiv.2207.06958
SMURF-THP: Score Matching-based UnceRtainty quantiFication for Transformer Hawkes Process.,"Zichong Li, Yanbo Xu, Simiao Zuo, Haoming Jiang, Chao Zhang, Tuo Zhao, Hongyuan Zha",ICML,2023,https://proceedings.mlr.press/v202/li23aj.html
Horizon-free Learning for Markov Decision Processes and Games: Stochastically Bounded Rewards and Improved Bounds.,"Shengshi Li, Lin Yang",ICML,2023,https://proceedings.mlr.press/v202/li23ak.html
Gaze Reveals Emotion Perception: Insights from Modelling Naturalistic Face Viewing.,"Meisam Jamshidi Seikavandi, Maria Jung Barret",ICMLA,2023,https://doi.org/10.1109/ICMLA58977.2023.00305
Spatial-Channel Token Distillation for Vision MLPs.,"Yanxi Li 0001, Xinghao Chen 0001, Minjing Dong, Yehui Tang, Yunhe Wang 0001, Chang Xu 0002",ICML,2022,https://proceedings.mlr.press/v162/li22c.html
A Unified View on PAC-Bayes Bounds for Meta-Learning.,Arezou Rezazadeh 0001,ICML,2022,https://proceedings.mlr.press/v162/rezazadeh22a.html
Stability Based Generalization Bounds for Exponential Family Langevin Dynamics.,"Arindam Banerjee 0001, Tiancong Chen, Xinyan Li, Yingxue Zhou",ICML,2022,https://proceedings.mlr.press/v162/banerjee22a.html
Denoised MDPs: Learning World Models Better Than the World Itself.,"Tongzhou Wang 0001, Simon S. Du, Antonio Torralba 0001, Phillip Isola, Amy Zhang 0001, Yuandong Tian",ICML,2022,https://proceedings.mlr.press/v162/wang22c.html
More Than a Toy: Random Matrix Models Predict How Real-World Neural Representations Generalize.,"Alexander Wei 0001, Wei Hu, Jacob Steinhardt",ICML,2022,https://proceedings.mlr.press/v162/wei22a.html
Label Ranking through Nonparametric Regression.,"Dimitris Fotakis 0001, Alkis Kalavasis, Eleni Psaroudaki",ICML,2022,https://proceedings.mlr.press/v162/fotakis22a.html
BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation.,"Junnan Li 0001, Dongxu Li, Caiming Xiong, Steven C. H. Hoi",ICML,2022,https://proceedings.mlr.press/v162/li22n.html
Improved Rates for Differentially Private Stochastic Convex Optimization with Heavy-Tailed Data.,"Gautam Kamath 0001, Xingtu Liu 0001, Huanyu Zhang",ICML,2022,https://proceedings.mlr.press/v162/kamath22a.html
SpeqNets: Sparsity-aware permutation-equivariant graph networks.,"Christopher Morris 0001, Gaurav Rattan, Sandra Kiefer, Siamak Ravanbakhsh",ICML,2022,https://proceedings.mlr.press/v162/morris22a.html
Kill a Bird with Two Stones: Closing the Convergence Gaps in Non-Strongly Convex Optimization by Directly Accelerated SVRG with Double Compensation and Snapshots.,"Yuanyuan Liu 0001, Fanhua Shang, Weixin An, Hongying Liu, Zhouchen Lin",ICML,2022,https://proceedings.mlr.press/v162/liu22q.html
Hardness and Algorithms for Robust and Sparse Optimization.,"Eric Price 0001, Sandeep Silwal, Samson Zhou",ICML,2022,https://proceedings.mlr.press/v162/price22a.html
A Context-Integrated Transformer-Based Neural Network for Auction Design.,"Zhijian Duan 0001, Jingwu Tang, Yutong Yin, Zhe Feng 0004, Xiang Yan, Manzil Zaheer, Xiaotie Deng",ICML,2022,https://proceedings.mlr.press/v162/duan22a.html
Robust Deep Reinforcement Learning through Bootstrapped Opportunistic Curriculum.,"Junlin Wu 0001, Yevgeniy Vorobeychik",ICML,2022,https://proceedings.mlr.press/v162/wu22k.html
Matching Structure for Dual Learning.,"Hao Fei 0001, Shengqiong Wu, Yafeng Ren, Meishan Zhang",ICML,2022,https://proceedings.mlr.press/v162/fei22a.html
ROCK: Causal Inference Principles for Reasoning about Commonsense Causality.,"Jiayao Zhang 0001, Hongming Zhang 0009, Weijie J. Su, Dan Roth",ICML,2022,https://proceedings.mlr.press/v162/zhang22am.html
Improved Certified Defenses against Data Poisoning with (Deterministic) Finite Aggregation.,"Wenxiao Wang 0002, Alexander Levine 0001, Soheil Feizi",ICML,2022,https://proceedings.mlr.press/v162/wang22m.html
UAST: Uncertainty-Aware Siamese Tracking.,"Dawei Zhang 0002, Yanwei Fu 0001, Zhonglong Zheng",ICML,2022,https://proceedings.mlr.press/v162/zhang22g.html
On the Surrogate Gap between Contrastive and Supervised Losses.,"Han Bao 0002, Yoshihiro Nagano, Kento Nozawa",ICML,2022,https://proceedings.mlr.press/v162/bao22e.html
Model Selection in Batch Policy Optimization.,"Jonathan Lee 0002, George Tucker, Ofir Nachum, Bo Dai 0001",ICML,2022,https://proceedings.mlr.press/v162/lee22k.html
Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval.,"Uri Alon 0002, Frank F. Xu, Junxian He, Sudipta Sengupta, Dan Roth, Graham Neubig",ICML,2022,https://proceedings.mlr.press/v162/alon22a.html
Deep Causal Metric Learning.,"Xiang Deng 0002, Zhongfei Zhang",ICML,2022,https://proceedings.mlr.press/v162/deng22c.html
Sample and Communication-Efficient Decentralized Actor-Critic Algorithms with Finite-Time Analysis.,"Ziyi Chen 0002, Yi Zhou 0017, Rong-Rong Chen, Shaofeng Zou",ICML,2022,https://proceedings.mlr.press/v162/chen22ah.html
Simultaneously Learning Stochastic and Adversarial Bandits with General Graph Feedback.,"Fang Kong 0002, Yichi Zhou, Shuai Li 0010",ICML,2022,https://proceedings.mlr.press/v162/kong22b.html
Langevin Monte Carlo for Contextual Bandits.,"Pan Xu 0002, Hongkai Zheng, Eric V. Mazumdar, Kamyar Azizzadenesheli, Animashree Anandkumar",ICML,2022,https://proceedings.mlr.press/v162/xu22p.html
PDE-Based Optimal Strategy for Unconstrained Online Learning.,"Zhiyu Zhang 0003, Ashok Cutkosky, Ioannis Ch. Paschalidis",ICML,2022,https://proceedings.mlr.press/v162/zhang22d.html
Sublinear-Time Clustering Oracle for Signed Graphs.,"Stefan Neumann 0003, Pan Peng 0001",ICML,2022,https://proceedings.mlr.press/v162/neumann22a.html
The Combinatorial Brain Surgeon: Pruning Weights That Cancel One Another in Neural Networks.,"Xin Yu 0003, Thiago Serra, Srikumar Ramalingam, Shandian Zhe",ICML,2022,https://proceedings.mlr.press/v162/yu22f.html
Equivalence Analysis between Counterfactual Regret Minimization and Online Mirror Descent.,"Weiming Liu 0004, Huacong Jiang, Bin Li 0025, Houqiang Li",ICML,2022,https://proceedings.mlr.press/v162/liu22e.html
Confidence Score for Source-Free Unsupervised Domain Adaptation.,"Jonghyun Lee 0004, Dahuin Jung, Junho Yim, Sungroh Yoon",ICML,2022,https://proceedings.mlr.press/v162/lee22c.html
Robust Training of Neural Networks Using Scale Invariant Architectures.,"Zhiyuan Li 0005, Srinadh Bhojanapalli, Manzil Zaheer, Sashank J. Reddi, Sanjiv Kumar",ICML,2022,https://proceedings.mlr.press/v162/li22b.html
A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks.,"Yu Pan 0005, Zeyong Su, Ao Liu 0008, Jingquan Wang, Nannan Li 0001, Zenglin Xu",ICML,2022,https://proceedings.mlr.press/v162/pan22b.html
Private Adaptive Optimization with Side information.,"Tian Li 0005, Manzil Zaheer, Sashank J. Reddi, Virginia Smith",ICML,2022,https://proceedings.mlr.press/v162/li22x.html
Restarted Nonconvex Accelerated Gradient Descent: No More Polylogarithmic Factor in the O(ε-7/4) Complexity.,"Huan Li 0007, Zhouchen Lin",ICML,2022,https://proceedings.mlr.press/v162/li22o.html
