Title,Authors,Venue,Year,URL
"IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR 2022, New Orleans, LA, USA, June 18-24, 2022",,CVPR,2022,https://doi.org/10.1109/CVPR52688.2022
"IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2022, New Orleans, LA, USA, June 19-20, 2022",,CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022
NTIRE 2022 Spectral Recovery Challenge and Data Set.,"Boaz Arad, Radu Timofte, Rony Yahel, Nimrod Morag, Amir Bernat, Yuanhao Cai, Jing Lin, Zudi Lin, Haoqian Wang, Yulun Zhang 0001, Hanspeter Pfister, Luc Van Gool, Shuai Liu 0009, Yongqiang Li, Chaoyu Feng, Lei Lei, Jiaojiao Li 0001, Songcheng Du, Chaoxiong Wu, Yihong Leng, Rui Song 0003, Mingwei Zhang, Chongxing Song, Shuyi Zhao, Zhiqiang Lang, Wei Wei 0008, Lei Zhang 0006, Renwei Dian, Tianci Shan, Anjing Guo, Chengguo Feng, Jinyang Liu 0004, Mirko Agarla, Simone Bianco 0001, Marco Buzzelli, Luigi Celona, Raimondo Schettini, Jiang He, Yi Xiao 0003, Jiajun Xiao, Qiangqiang Yuan, Jie Li 0022, Liangpei Zhang 0001, Taesung Kwon, Dohoon Ryu, Hyokyoung Bae, Hao-Hsiang Yang, Hua-En Chang, Zhi-Kai Huang, Wei-Ting Chen, Sy-Yen Kuo, Junyu Chen, Haiwei Li, Song Liu, Sabari Nathan, K. Uma, B. Sathya Bama 0001, S. Mohamed Mansoor Roomi",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00102
NTIRE 2022 Spectral Demosaicing Challenge and Data Set.,"Boaz Arad, Radu Timofte, Rony Yahel, Nimrod Morag, Amir Bernat, Yaqi Wu, Xun Wu, Zhihao Fan, Chenjie Xia, Feng Zhang, Shuai Liu 0009, Yongqiang Li, Chaoyu Feng, Lei Lei, Mingwei Zhang, Kai Feng, Xun Zhang, Jiaxin Yao, Yongqiang Zhao 0001, Suina Ma, Fan He, Yangyang Dong, Shufang Yu, Difa Qiu, Jinhui Liu, Mengzhao Bi, Beibei Song, Wenfang Sun, Jiesi Zheng, Bowen Zhao, Yanpeng Cao, Jiangxin Yang, Yanlong Cao, Xiangyu Kong, Jingbo Yu, Yuanyang Xue, Zheng Xie",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00103
Deep density estimation based on multi-spectral remote sensing data for in-field crop yield forecasting.,"Liana Baghdasaryan, Razmik Melikbekyan, Arthur Dolmajain, Jennifer A. Hobbs",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00219
NTIRE 2022 Burst Super-Resolution Challenge.,"Goutam Bhat, Martin Danelljan, Radu Timofte, Yizhen Cao, Yuntian Cao, Meiya Chen, Xihao Chen, Shen Cheng, Akshay Dudhane, Haoqiang Fan, Ruipeng Gang, Jian Gao 0008, Yan Gu, Jie Huang 0017, Liufeng Huang, Youngsu Jo, Sukju Kang, Salman Khan 0001, Fahad Shahbaz Khan, Yuki Kondo, Chenghua Li, Fangya Li, Jinjing Li, Youwei Li, Zechao Li, Chenming Liu, Shuaicheng Liu, Zikun Liu, Zhuoming Liu, Ziwei Luo, Zhengxiong Luo 0001, Nancy Mehta, Subrahmanyam Murala, Yoonchan Nam, Chihiro Nakatani, Pavel Ostyakov, Jinshan Pan, Ge Song, Jian Sun 0001, Long Sun, Jinhui Tang 0001, Norimichi Ukita, Zhihong Wen, Qi Wu 0017, Xiaohe Wu, Zeyu Xiao, Zhiwei Xiong, Rongjian Xu, Ruikang Xu, Youliang Yan, Jialin Yang, Wentao Yang 0003, Zhongbao Yang, Fuma Yasue, Mingde Yao, Lei Yu, Cong Zhang, Syed Waqas Zamir, Jianxing Zhang, Shuohao Zhang, Zhilu Zhang, Qian Zheng, Gaofeng Zhou, Magauiya Zhussip, Xueyi Zou, Wangmeng Zuo",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00117
Lagrange Motion Analysis and View Embeddings for Improved Gait Recognition.,"Tianrui Chai, Annan Li, Shaoxiong Zhang, Zilong Li, Yunhong Wang",CVPR,2022,https://doi.org/10.1109/CVPR52688.2022.01961
NTIRE 2022 Challenge on Night Photography Rendering.,"Egor I. Ershov, Alexey Savchik, Denis A. Shepelev, Nikola Banic, Michael S. Brown, Radu Timofte, Karlo Koscevic, Michael Freeman, Vasily Tesalin, Dmitry Bocharov, Illya Semenkov, Marko Subasic, Sven Loncaric, Arseniy P. Terekhin, Shuai Liu 0009, Chaoyu Feng, Hao Wang 0073, Ran Zhu, Yongqiang Li, Lei Lei, Zhihao Li, Si Yi, Linghao Han, Ruiqi Wu, Xin Jin 0005, Chunle Guo, Furkan Kinli, Sami Mentes, Baris Özcan, Furkan Kiraç, Simone Zini, Claudio Rota, Marco Buzzelli, Simone Bianco 0001, Raimondo Schettini, Wei Li 0002, Yipeng Ma, Tao Wang, Ruikang Xu, Fenglong Song, Wei-Ting Chen, Hao-Hsiang Yang, Zhi-Kai Huang, Hua-En Chang, Sy-Yen Kuo, Zhexin Liang, Shangchen Zhou, Ruicheng Feng, Chongyi Li, Xiangyu Chen 0006, Binbin Song, Shile Zhang, Lin Liu 0016, Zhendong Wang, Dohoon Ryu, Hyokyoung Bae, Taesung Kwon, Chaitra Desai, Nikhil Akalwadi, Amogh Joshi 0001, Chinmayee Mandi, Sampada Malagi, Akash Uppin, Sai Sudheer Reddy, Ramesh Ashok Tabib, Ujwala Patil, Uma Mudenagudi",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00135
NTIRE 2022 Challenge on Perceptual Image Quality Assessment.,"Jinjin Gu, Haoming Cai, Chao Dong 0005, Jimmy S. Ren, Radu Timofte, Yuan Gong 0002, Shanshan Lao, Shuwei Shi, Jiahao Wang, Sidi Yang, Tianhe Wu, Weihao Xia, Yujiu Yang, Mingdeng Cao, Cong Heng, Lingzhi Fu, Rongyu Zhang, Yusheng Zhang, Hao Wang 0073, Hongjian Song, Jing Wang, Haotian Fan, Xiaoxia Hou, Ming Sun 0008, Mading Li, Kai Zhao, Kun Yuan, Zishang Kong, Mingda Wu, Chuanchuan Zheng, Marcos V. Conde, Maxime Burchi, Longtao Feng, Tao Zhang 0042, Yang Li 0041, Jingwen Xu, Haiqiang Wang, Yiting Liao, Junlin Li, Kele Xu, Tao Sun, Yunsheng Xiong, Abhisek Keshari, Komal, Sadbhawana Thakur, Vinit Jakhetiya, Badri N. Subudhi, Hao-Hsiang Yang, Hua-En Chang, Zhi-Kai Huang, Wei-Ting Chen, Sy-Yen Kuo, Saikat Dutta 0002, Sourya Dipta Das, Nisarg A. Shah, Anil Kumar Tiwari",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00109
Multi-Camera Vehicle Tracking System for AI City Challenge 2022.,"Fei Li, Zhen Wang, Ding Nie, Shiyi Zhang, Xingqun Jiang, Xingxing Zhao, Peng Hu",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00369
NTIRE 2022 Challenge on Efficient Super-Resolution: Methods and Results.,"Yawei Li 0001, Kai Zhang 0008, Radu Timofte, Luc Van Gool, Fangyuan Kong, Mingxi Li, Songwei Liu, Zongcai Du, Ding Liu 0001, Chenhui Zhou, Jingyi Chen, Qingrui Han, Zheyuan Li, Yingqi Liu, Xiangyu Chen 0006, Haoming Cai, Yu Qiao 0001, Chao Dong 0005, Long Sun, Jinshan Pan, Yi Zhu, Zhikai Zong, Xiaoxiao Liu, Zheng Hui, Tao Yang, Peiran Ren, Xuansong Xie, Xian-Sheng Hua 0001, Yanbo Wang, Xiaozhong Ji, Chuming Lin, Donghao Luo, Ying Tai, Chengjie Wang, Zhizhong Zhang 0001, Yuan Xie 0006, Shen Cheng, Ziwei Luo, Lei Yu, Zhihong Wen, Qi Wu 0017, Youwei Li, Haoqiang Fan, Jian Sun 0001, Shuaicheng Liu, Yuanfei Huang, Meiguang Jin, Hua Huang, Jing Liu, Xinjian Zhang, Yan Wang, Lingshun Long, Gen Li 0008, Yuanfan Zhang, Zuowei Cao, Lei Sun, Panaetov Alexander, Yucong Wang, Minjie Cai, Li Wang, Lu Tian, Zheyuan Wang, Hongbing Ma, Jie Liu 0040, Chao Chen, Yidong Cai, Jie Tang 0006, Gangshan Wu, Weiran Wang, Shirui Huang, Honglei Lu, Huan Liu 0014, Keyan Wang, Jun Chen 0005, Shi Chen, Yuchun Miao, Zimo Huang, Lefei Zhang, Mustafa Ayazoglu, Wei Xiong 0008, Chengyi Xiong, Fei Wang, Hao Li 0030, Ruimian Wen, Zhijing Yang, Wenbin Zou, Weixin Zheng, Tian Ye 0001, Yuncheng Zhang, Xiangzhen Kong, Aditya Arora, Syed Waqas Zamir, Salman H. Khan 0001, Munawar Hayat, Fahad Shahbaz Khan, Dandan Gao, Dengwen Zhou, Qian Ning, Jingzhu Tang, Han Huang, Yufei Wang, Zhangheng Peng, Haobo Li, Wenxue Guan, Shenghua Gong, Xin Li 0005, Jun Liu 0071, Wanjun Wang, Kun Zeng, Hanjiang Lin, Xinyu Chen, Jinsheng Fang",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00118
Multi-modal Aerial View Object Classification Challenge Results - PBVS 2022.,"Spencer Low, Oliver Nina, Ángel D. Sappa, Erik Blasch, Nathan Inkawhich",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00050
NTIRE 2022 Challenge on Learning the Super-Resolution Space.,"Andreas Lugmayr, Martin Danelljan, Radu Timofte, Kang-Wook Kim, Younggeun Kim, Jae-Young Lee, Zechao Li, Jinshan Pan, Dongseok Shim, Ki-Ung Song, Jinhui Tang 0001, Cong Wang 0018, Zhihao Zhao",CVPR Workshops,2022,https://doi.org/10.1109/CVPRW56347.2022.00094
