Title,Authors,Venue,Year,URL
CAU KU Deepfake Detection System for ADD 2023 Challenge.,"Soyul Han, Taein Kang, Sunmook Choi, Jaejin Seo, Sanghyeok Chung, Sumi Lee, Seungsang Oh, Il-Youp Kwak",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper5.pdf
Description of a Multi-Stage Audio Spoofing System in ADD Challenge 2023.,"Hua Hua, Jingze Lu, Peiyang Shi, Zengqiang Shang, Yuxiang Zhang, Xuyuan Li, Pengyuan Zhang",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper9.pdf
The Vicomtech Partial Deepfake Detection and Location System for the 2023 ADD Challenge.,"Juan Manuel Martín-Doñas, Aitor Álvarez",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper7.pdf
The NPU-ASLP System for Deepfake Algorithm Recognition in ADD 2023 Challenge.,"Ziqian Wang, Qing Wang 0039, Jixun Yao, Lei Xie 0001",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper11.pdf
The USTC-NERCSLIP System for the Track 1.2 of Audio Deepfake Detection (ADD 2023) Challenge.,"Haochen Wu, Zhuhai Li, Luzhen Xu, Zhentao Zhang, Wenting Zhao, Bin Gu 0004, Yang Ai, Yexin Lu, Jie Zhang 0042, Zhenhua Ling, Wu Guo",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper20.pdf
ADD 2023: the Second Audio Deepfake Detection Challenge.,"Jiangyan Yi, Jianhua Tao 0001, Ruibo Fu, Xinrui Yan, Chenglong Wang, Tao Wang 0074, Chu Yuan Zhang, Xiaohui Zhang 0006, Yan Zhao, Yong Ren, Le Xu, Junzuo Zhou, Hao Gu, Zhengqi Wen, Shan Liang, Zheng Lian, Shuai Nie, Haizhou Li 0001",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper21.pdf
Deepfake Algorithm Recognition System with Augmented Data for ADD 2023 Challenge.,"Xiao-Min Zeng, Jian-Tao Zhang, Kang Li, Zhuo-Li Liu, Wei-Lin Xie, Yan Song 0001",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper6.pdf
The NeteaseGames System for Fake Audio Generation Task of 2023 Audio Deepfake Detection Challenge.,"Haoyue Zhan, Yang Zhang, Xinyuan Yu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper1.pdf
"Recent Advances in Agent-Based Negotiation: Applications and Competition Challenges, ACAN@IJCAI 2022, Vienna, Austria, July 24, 2022.","Rafik Hadfi, Reyhan Aydogan, Takayuki Ito 0001, Ryuta Arisaka","['ACAN@IJCAI', 'Studies in Computational Intelligence']",2023,https://doi.org/10.1007/978-981-99-0561-4
"Trustworthy Federated Learning - First International Workshop, FL 2022, Held in Conjunction with IJCAI 2022, Vienna, Austria, July 23, 2022, Revised Selected Papers","Randy Goebel, Han Yu 0001, Boi Faltings, Lixin Fan, Zehui Xiong","['FL@IJCAI', 'Lecture Notes in Computer Science']",2023,https://doi.org/10.1007/978-3-031-28996-5
"Human Brain and Artificial Intelligence - Third International Workshop, HBAI 2022, Held in Conjunction with IJCAI-ECAI 2022,Vienna, Austria, July 23, 2022, Revised Selected Papers",Xiaomin Ying,"['HBAI@IJCAI', 'Communications in Computer and Information Science']",2023,https://doi.org/10.1007/978-981-19-8222-4
"Proceedings of the Workshop on Semantic Techniques for Narrative-Based Understanding co-located with 31st International Joint Conference on Artificial Intelligence and the 25th European Conference on Artificial Intelligence (IJCAI-ECAI 2022), Vienna, Austria, July 24, 2022.","Lise Stork, Katrien Beuls, Luc Steels","['Sem4NBU@IJCAI', 'CEUR Workshop Proceedings']",2023,https://ceur-ws.org/Vol-3322
Team Badminseok at IJCAI CoachAI Badminton Challenge 2023: Multi-Layer Multi-Input Transformer Network (MuLMINet) with Weighted Loss.,"Minwoo Seong, Jeongseok Oh, Seungjun Kim",CoRR,2023,https://doi.org/10.48550/arXiv.2307.08262
Joint Hypergraph Rewiring and Memory-Augmented Forecasting Techniques in Digital Twin Technolog.,"Sakhinana Sagar Srinivas 0001, Shivam Gupta, Krishna Sai Sudhir Aripirala, Venkataramana Runkana",AI4DT&amp;CP@IJCAI,2023,https://ceur-ws.org/Vol-3541/4.pdf
Neuro-Symbolic Digital Twins for Precision and Predictive Public Health.,Gayo Diallo,AI4DT&amp;CP@IJCAI,2023,https://ceur-ws.org/Vol-3541/2.pdf
Re-imagining Health and Well-being in Low Resource African Settings using an Augmented AI System and a 3D Digital Twin.,"Deshendran Moodley, Christopher J. Seebregts",AI4DT&amp;CP@IJCAI,2023,https://ceur-ws.org/Vol-3541/3.pdf
Towards Machine Learning-Based Digital Twins in Cyber-Physical Systems.,"Felix Theusch, Lukas Seemann, Achim Guldner, Stefan Naumann, Ralph Bergmann",AI4DT&amp;CP@IJCAI,2023,https://ceur-ws.org/Vol-3541/1.pdf
On the Importance to Study Fringe Social Networks and Their Impending Use of GenAI to Promote Mal-Info: Gab as a Case Study.,"Florian Barbaro, Andy Skumanich",AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper1.pdf
Disincentivizing Polarization in Social Networks.,"Christian Borgs, Jennifer T. Chayes, Christian Ikeokwu, Ellen Vitercik",AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper4.pdf
The Role of AI in the Misinformation Ecosystem: Virtuous or Vicious?,"Claudia Baptista Claros, Kimiz Dalkir",AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper6.pdf
A GPT-based Practical Architecture for Conversational Human Digital Twins.,"Shahan Mehtab Iqbal, Matias Volonte, Bart P. Knijnenburg, Nina C. Hubig",AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper5.pdf
"AI in Healthcare: Impacts, Risks and Regulation to Mitigate Adverse Impacts.",Retno Larasati,AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper3.pdf
From Hype to Reality: Transformer-Based Models for Fake News Detection Performance and Robustness Revealed.,"Dorsaf Sallami, Ahmed Gueddiche, Esma Aïmeur",AiOfAi@IJCAI,2023,https://ceur-ws.org/Vol-3593/paper2.pdf
Weight-based Semantic Testing Approach for Deep Neural Networks.,"Amany Alshareef, Nicolas Berthier, Sven Schewe, Xiaowei Huang 0001",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_1.pdf
Empirical Optimal Risk to Quantify Model Trustworthiness for Failure Detection.,"Shuang Ao, Stefan Rueger, Advaith Siddharthan",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_13.pdf
An open source perspective on AI and alignment with the EU AI Act.,"Diego Calanzone, Andrea Coppari, Riccardo Tedoldi, Giulia Olivato, Carlo Casonato",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_10.pdf
Diffusion Denoised Smoothing for Certified and Adversarial Robust Out Of Distribution.,"Nicola Franco, Daniel Korth, Jeanette Miriam Lorenz, Karsten Roscher, Stephan Günnemann",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_5.pdf
AI for Safety: How to use Explainable Machine Learning Approaches for Safety Analyses.,"Iwo Kurzidem, Simon Burton 0001, Philipp Schleiss",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_9.pdf
Distribution-restrained Softmax Loss for the Model Robustness.,"Chen Li, Hao Wang, Jinzhe Jiang, Xin Zhang, Yaqian Zhao, Weifeng Gong",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_7.pdf
Fear Field: Adaptive constraints for safe environment transitions in Shielded Reinforcement Learning.,"Haritz Odriozola-Olalde, Nestor Arana-Arexolaleiba, Maider Zamalloa, Jon Pérez-Cerrolaza, Jokin Arozamena-Rodríguez",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_3.pdf
Unsupervised Unknown Unknown Detection in Active Learning.,"Prajit T. Rajendran, Huáscar Espinoza, Agnès Delaborde, Chokri Mraidha",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_12.pdf
PerCBA: Persistent Clean-label Backdoor Attacks on Semi-Supervised Graph Node Classification.,"Xiao Yang, Gaolei Li, Chaofeng Zhang, Meng Han, Wu Yang 0001",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_4.pdf
Risk-sensitive Actor-free Policy via Convex Optimisation.,"Ruoqi Zhang, Jens Sjölund",AISafety/SafeRL@IJCAI,2023,https://ceur-ws.org/Vol-3505/paper_19.pdf
Multi-perspective Information Fusion Res2Net with Random Specmix for Fake Speech Detection.,"Shunbo Dong, Jun Xue, Cunhang Fan, Kang Zhu, Yujie Chen, Zhao Lv",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper14.pdf
Multi-grained Backend Fusion for Manipulation Region Location of Partially Fake Audio.,"Jun Li, Lin Li, Mengjie Luo, Xiaoqin Wang, Shushan Qiao, Yumei Zhou",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper8.pdf
Convolutional Recurrent Neural Network and Multitask Learning for Manipulation Region Location.,"Kang Li, Xiao-Min Zeng, Jian-Tao Zhang, Yan Song 0001",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper4.pdf
TranssionADD: A Multi-frame Reinforcement Based Sequence Tagging Model for Audio Deepfake Detection.,"Jie Liu, Zhiba Su, Hui Huang, Caiyan Wan, Quanxiu Wang, Jiangli Hong, Benlai Tang, Fengjie Zhu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper19.pdf
Detecting Unknown Speech Spoofing Algorithms with Nearest Neighbors.,"Jingze Lu, Yuxiang Zhang, Zhuo Li, Zengqiang Shang, Wenchao Wang, Pengyuan Zhang",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper15.pdf
From Speaker Verification to Deepfake Algorithm Recognition: Our Learned Lessons from ADD2023 Track 3.,"Xiaoyi Qin, Xingming Wang, Yanli Chen, Qinglin Meng, Ming Li 0026",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper18.pdf
Deepfake Algorithm Recognition through Multi-model Fusion Based On Manifold Measure.,"Ye Tian, Yunkun Chen, Yuezhong Tang, Boyang Fu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper13.pdf
Low-rank Adaptation Method for Wav2vec2-based Fake Audio Detection.,"Chenglong Wang, Jiangyan Yi, Xiaohui Zhang 0006, Jianhua Tao 0001, Xinrui Yan, Le Xu, Ruibo Fu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper17.pdf
The Defender&apos;s Perspective on Automatic Speaker Verification: An Overview.,"Haibin Wu, Jiawen Kang 0002, Lingwei Meng, Helen Meng, Hung-yi Lee",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper2.pdf
Single Domain Generalization for Audio Deepfake Detection.,"Yuankun Xie, Haonan Cheng, Yutian Wang, Long Ye",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper10.pdf
DAoB: A Transferable Adversarial Attack via Boundary Information for Speaker Recognition Systems.,"Junjian Zhang, Binyue Deng, Hao Tan, Le Wang 0008, Zhaoquan Gu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper3.pdf
Improving the Robustness of Deepfake Audio Detection through Confidence Calibration.,"Yuxiang Zhang, Jingze Lu, Zhuo Li, Zengqiang Shang, Wenchao Wang, Pengyuan Zhang",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper12.pdf
Adaptive Fake Audio Detection with Low-Rank Model Squeezing.,"Xiaohui Zhang 0006, Jiangyan Yi, Jianhua Tao 0001, Chenglong Wang, Le Xu, Ruibo Fu",DADA@IJCAI,2023,https://ceur-ws.org/Vol-3597/paper16.pdf
Automated Moral Decision Making by Learning from Humans: Why and How (invited paper).,Vincent Conitzer,ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/invited1.pdf
Value-based Fast and Slow AI Nudging.,"Marianna Bergamaschi Ganapini, Francesco Fabiano, Lior Horesh, Andrea Loreggia, Nicholas Mattei, Keerthiram Murugesan, Vishal Pallagani, Francesca Rossi 0001, Biplav Srivastava, Kristen Brent Venable",ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper6.pdf
"Exploring Human-AI Co-Creativity under Human Control: Framing, Reframing, Brainstorming, and Future Challenges (invited paper).",Michael Muller,ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/invited2.pdf
Voluminous yet Vacuous? Semantic Capital in an Age of Large Language Models.,Luca Nannini,ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper5.pdf
"Unacceptable Risks in Human-AI Collaboration: Legal Prohibitions in Light of Cognition, Trust and Harm.","Rostam J. Neuwirth, Sara Migliorini",ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper4.pdf
"&quot;My, my, how can I resist you?&quot; - Examining User Reactions to Bogus Explanations of AI.","Laura Spillner, Rachel Ringe, Robert Porzel, Rainer Malaka",ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper2.pdf
Towards Theory-based Moral AI: Moral AI with Aggregating Models Based on Normative Ethical Theory.,"Masashi Takeshita, Rafal Rzepka, Kenji Araki",ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper3.pdf
Challenges in Annotating Datasets to Quantify Bias in Under-represented Society.,"Vithya Yogarajan, Gillian Dobbie, Timothy Pistotti, Joshua Bensemann, Kobe Knowles",ETHAICS@IJCAI,2023,https://ceur-ws.org/Vol-3547/paper1.pdf
Pushing the Limits of Fairness in Algorithmic Decision-Making.,Nisarg Shah 0001,IJCAI,2023,https://doi.org/10.24963/ijcai.2023/806
Spatially Constrained Adversarial Attack Detection and Localization in the Representation Space of Optical Flow Networks.,"Hannah Kim 0002, Celia Cintas, Girmaw Abebe Tadesse, Skyler Speakman",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/107
On Approximating Total Variation Distance.,"Arnab Bhattacharyya 0001, Sutanu Gayen, Kuldeep S. Meel, Dimitrios Myrisiotis, A. Pavan 0001, N. V. Vinodchandran",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/387
Fair Division with Two-Sided Preferences.,"Ayumi Igarashi 0001, Yasushi Kawase, Warut Suksompong, Hanna Sumita",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/307
A Survey on User Behavior Modeling in Recommender Systems.,"Zhicheng He 0001, Weiwen Liu, Wei Guo 0006, Jiarui Qin, Yingxue Zhang 0001, Yaochen Hu 0001, Ruiming Tang",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/746
Automatic Recognition of the General-Purpose Communicative Functions Defined by the ISO 24617-2 Standard for Dialog Act Annotation (Extended Abstract).,"Eugénio Ribeiro, Ricardo Ribeiro 0001, David Martins de Matos",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/788
Strip Attention for Image Restoration.,"Yuning Cui 0001, Yi Tao, Luoxi Jing, Alois Knoll",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/72
Complex Contagion Influence Maximization: A Reinforcement Learning Approach.,"Haipeng Chen 0001, Bryan Wilder, Wei Qiu 0001, Bo An 0001, Eric Rice, Milind Tambe",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/614
CLE-ViT: Contrastive Learning Encoded Transformer for Ultra-Fine-Grained Visual Categorization.,"Xiaohan Yu 0001, Jun Wang 0121, Yongsheng Gao 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/504
Revisiting the Evaluation of Deep Learning-Based Compiler Testing.,"Yongqiang Tian 0001, Zhenyang Xu, Yiwen Dong 0002, Chengnian Sun, Shing-Chi Cheung",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/542
Fast Algorithms for SAT with Bounded Occurrences of Variables.,"Junqiang Peng 0001, Mingyu Xiao 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/223
Computationally Assisted Quality Control for Public Health Data Streams.,"Ananya Joshi 0001, Kathryn Mazaitis, Roni Rosenfeld, Bryan Wilder",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/666
Argumentation for Interactive Causal Discovery.,Fabrizio Russo 0002,IJCAI,2023,https://doi.org/10.24963/ijcai.2023/820
Reliable Neuro-Symbolic Abstractions for Planning and Learning.,Naman Shah 0002,IJCAI,2023,https://doi.org/10.24963/ijcai.2023/821
Bias On Demand: Investigating Bias with a Synthetic Data Generator.,"Joachim Baumann 0002, Alessandro Castelnovo, Andrea Cosentini, Riccardo Crupi, Nicole Inverardi, Daniele Regoli",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/828
Topological Planning with Post-unique and Unary Actions.,"Guillaume Prévost 0002, Stéphane Cardon, Tristan Cazenave, Christophe Guettier, Éric Jacopin",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/603
Ensemble Reinforcement Learning in Continuous Spaces - A Hierarchical Multi-Step Approach for Policy Training.,"Gang Chen 0002, Victoria Huang 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/391
"FEAMOE: Fair, Explainable and Adaptive Mixture of Experts.","Shubham Sharma 0002, Jette Henderson, Joydeep Ghosh",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/55
"A Survey on Proactive Dialogue Systems: Problems, Methods, and Prospects.","Yang Deng 0002, Wenqiang Lei, Wai Lam, Tat-Seng Chua",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/738
Approximate Inference in Logical Credal Networks.,"Radu Marinescu 0002, Haifeng Qian, Alexander G. Gray, Debarun Bhattacharjya, Francisco Barahona, Tian Gao, Ryan Riegel",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/632
Learning Causal Effects on Hypergraphs (Extended Abstract).,"Jing Ma 0002, Mengting Wan, Longqi Yang, Jundong Li, Brent J. Hecht, Jaime Teevan",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/721
Stochastic Population Update Can Provably Be Helpful in Multi-Objective Evolutionary Algorithms.,"Chao Bian 0002, Yawen Zhou, Miqing Li, Chao Qian 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/612
Robust Steganography without Embedding Based on Secure Container Synthesis and Iterative Message Recovery.,"Ziping Ma 0002, Yuesheng Zhu, Guibo Luo, Xiyao Liu 0001, Gerald Schaefer, Hui Fang 0003",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/538
Improving LaCAM for Scalable Eventually Optimal Multi-Agent Pathfinding.,Keisuke Okumura 0001,IJCAI,2023,https://doi.org/10.24963/ijcai.2023/28
Quick Multi-Robot Motion Planning by Combining Sampling and Search.,"Keisuke Okumura 0001, Xavier Défago",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/29
XFormer: Fast and Accurate Monocular 3D Body Capture.,"Lihui Qian 0003, Xintong Han, Faqiang Wang, Hongyu Liu, Haoye Dong, Zhiwen Li, Huawei Wei, Zhe Lin, Chengbin Jin",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/148
Unbiased Risk Estimator to Multi-Labeled Complementary Label Learning.,"Yi Gao 0003, Miao Xu, Min-Ling Zhang",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/415
FedHGN: A Federated Framework for Heterogeneous Graph Neural Networks.,"Xinyu Fu 0004, Irwin King",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/412
Contact2Grasp: 3D Grasp Synthesis via Hand-Object Contact Constraint.,"Haoming Li 0004, Xinzhuo Lin, Yang Zhou, Xiang Li, Yuchi Huo, Jiming Chen 0001, Qi Ye",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/117
Complexity Results and Exact Algorithms for Fair Division of Indivisible Items: A Survey.,"Trung Thanh Nguyen 0004, Jörg Rothe",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/754
PasCore: A Chinese Overlapping Relation Extraction Model Based on Global Pointer Annotation Strategy.,"Peng Wang 0004, Jiafeng Xie, Xiye Chen, Guozheng Li, Wei Li",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/579
Denoised Self-Augmented Learning for Social Recommendation.,"Tianle Wang 0006, Lianghao Xia, Chao Huang 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/258
On the Fairness Impacts of Private Ensembles Models.,"Cuong Tran 0007, Ferdinando Fioretto",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/57
IMF: Integrating Matched Features Using Attentive Logit in Knowledge Distillation.,"Jeongho Kim 0007, Hanbeen Lee, Simon S. Woo",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/108
"SF-PATE: Scalable, Fair, and Private Aggregation of Teacher Ensembles.","Cuong Tran 0007, Keyu Zhu, Ferdinando Fioretto, Pascal Van Hentenryck",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/56
Boosting Decision-Based Black-Box Adversarial Attack with Gradient Priors.,"Han Liu 0008, Xingshuo Huang, Xiaotong Zhang 0003, Qimai Li, Fenglong Ma, Wei Wang 0077, Hongyang Chen, Hong Yu 0005, Xianchao Zhang 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/133
Recent Advances in Direct Speech-to-text Translation.,"Chen Xu 0008, Rong Ye, Qianqian Dong, Chengqi Zhao, Tom Ko, Mingxuan Wang, Tong Xiao, Jingbo Zhu",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/761
Diffusion Models for Non-autoregressive Text Generation: A Survey.,"Yifan Li 0009, Kun Zhou 0002, Wayne Xin Zhao, Ji-Rong Wen",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/750
Distilling Universal and Joint Knowledge for Cross-Domain Model Compression on Time Series Data.,"Qing Xu 0015, Min Wu 0008, Xiaoli Li 0001, Kezhi Mao, Zhenghua Chen",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/496
Exploring Safety Supervision for Continual Test-time Domain Adaptation.,"Xu Yang 0019, Yanan Gu, Kun Wei, Cheng Deng",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/183
Inducing Stackelberg Equilibrium through Spatio-Temporal Sequential Decision-Making in Multi-Agent Reinforcement Learning.,"Bin Zhang 0052, Lijuan Li 0002, Zhiwei Xu 0005, Dapeng Li 0001, Guoliang Fan",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/40
Learning to Binarize Continuous Features for Neuro-Rule Networks.,"Wei Zhang 0056, Yongxiang Liu, Zhuo Wang 0006, Jianyong Wang 0001",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/510
Negative Flux Aggregation to Estimate Feature Attributions.,"Xin Li 0081, Deng Pan, Chengyin Li, Yao Qiang, Dongxiao Zhu",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/50
Matchings under One-Sided Preferences with Soft Quotas.,"Santhini K. A., Raghu Raman Ravi, Meghana Nasre",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/309
SemFORMS: Automatic Generation of Semantic Transforms By Mining Data Science Code.,"Ibrahim Abdelaziz, Julian Dolby, Udayan Khurana, Horst Samulowitz, Kavitha Srinivas",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/827
