Title,Authors,Venue,Year,URL
"Proceedings of the IJCAI 2024 Workshop on Artificial Intelligence Safety (AISafety 2024) co-located with the 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju, Korea, August 4, 2024.","Gabriel Pedroza, Xiaowei Huang 0001, Xin Cynthia Chen, Fabio Arnez, Huáscar Espinoza, José Hernández-Orallo, Mauricio Castillo-Effen, Richard Mallah, John A. McDermid, Andreas Theodorou","['AISafety@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3856
"Proceedings of IJCAI 2024 Workshop&amp;Challenge on Micro-gesture Analysis for Hidden Emotion Understanding (MiGA 2024) co-located with 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju, Korea, August 04, 2024.","Haoyu Chen 0001, Björn W. Schuller, Ehsan Adeli 0001, Guoying Zhao 0001","['MiGA@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3848
"Artificial Intelligence for Research and Democracy - First International Workshop, AI4Research 2024, and 4th International Workshop, DemocrAI 2024, Held in Conjunction with IJCAI 2024, Jeju, South Korea, August 5, 2024, Proceedings","Wenpeng Yin 0001, Jihyun Janice Ahn, Rui Zhang 0037, Lifu Huang, Rafik Hadfi, Takayuki Ito 0001, Susumu Ohnuma, Shun Shiramatsu","['AI4Research/DemocrAI@IJCAI', 'Lecture Notes in Computer Science']",2025,https://doi.org/10.1007/978-981-97-9536-9
"Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence, IJCAI 2024, Jeju, South Korea, August 3-9, 2024",,IJCAI,2024,https://www.ijcai.org/proceedings/2024/
"Proceedings of the First International Workshop on Logical Foundations of Neuro-Symbolic AI (LNSAI 2024) co-located with the 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju Island, South Korea, August 5, 2024.","Gianluca Cima, Marco Console, Víctor Gutiérrez-Basulto, Pascal Hitzler, Maurizio Lenzerini","['LNSAI@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3819
"Proceedings of the 3rd Vision-based Remote Physiological Signal Sensing Challenge &amp; Workshop (RePSS 2024) co-located with the 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju, South Korea, August 5, 2024.","Xiaobai Li, Hu Han 0001, Antitza Dantcheva, Shiguang Shan, Guoying Zhao 0001","['RePSS@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3750
"Proceedings of the 3rd International Workshop on Spatio-Temporal Reasoning and Learning (STRL 2024) co-located with the 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju island, South Korea, August 5, 2024.","Parisa Kordjamshidi, Jae Hee Lee 0001, Mehul Bhatt, Michael Sioutis, Zhiguo Long","['STRL@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3827
"The Second Workshop on AI for Digital Twins and Cyber-Physical Applications in conjunction with 33rd International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju - South Korea, August 3rd 2024.","Gianfranco Lombardo, Felix Theusch, Marco Picone, Diego Reforgiato Recupero, Giuseppe Vizzari","['AI4DT&amp;CP@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3807
"Proceedings of the First International OpenKG Workshop: Large Knowledge-Enhanced Models co-locacted with The International Joint Conference on Artificial Intelligence (IJCAI 2024), Jeju Island, South Korea, August 3, 2024.","Ningyu Zhang 0001, Tianxing Wu 0001, Meng Wang 0009, Guilin Qi, Haofen Wang, Huajun Chen","['LKM@IJCAI', 'CEUR Workshop Proceedings']",2024,https://ceur-ws.org/Vol-3818
Neuro-Symbolic AI in 2024: A Systematic Review.,"Brandon Curtis Colelough, William Regli",LNSAI@IJCAI,2024,https://ceur-ws.org/Vol-3819/paper3.pdf
