Title,Authors,Venue,Year,URL
"ICMLC 2021: 13th International Conference on Machine Learning and Computing, Shenzhen China, 26 February, 2021- 1 March, 2021",,ICMLC,2021,https://doi.org/10.1145/3457682
"Proceedings of the 38th International Conference on Machine Learning, ICML 2021, 18-24 July 2021, Virtual Event.","Marina Meila, Tong Zhang 0001","['ICML', 'Proceedings of Machine Learning Research']",2021,http://proceedings.mlr.press/v139/
"20th IEEE International Conference on Machine Learning and Applications, ICMLA 2021, Pasadena, CA, USA, December 13-16, 2021","M. Arif Wani, Ishwar K. Sethi, Weisong Shi, Guangzhi Qu, Daniela Stan Raicu, Ruoming Jin",ICMLA,2021,https://doi.org/10.1109/ICMLA52953.2021
"International Conference on Machine Learning and Cybernetics, ICMLC 2021, Adelaide, Australia, December 4-5, 2021",,ICMLC,2021,https://doi.org/10.1109/ICMLC54886.2021
"ICMLSC &apos;21: 2021 The 5th International Conference on Machine Learning and Soft Computing, Da Nang, Vietnam, January 29-31, 2021",,ICMLSC,2021,https://doi.org/10.1145/3453800
"ICMLT 2021: 6th International Conference on Machine Learning Technologies, Jeju Island, Republic of Korea, April 23 - 25, 2021",,ICMLT,2021,https://doi.org/10.1145/3468891
"Proceedings of ICML 2021 Workshop on Theoretic Foundation, Criticism, and Application Trend of Explainable AI.","Quanshi Zhang, Tian Han 0001, Lixin Fan, Zhanxing Zhu, Hang Su, Ying Nian Wu, Jie Ren 0018, Hao Zhang 0063",CoRR,2021,https://arxiv.org/abs/2107.08821
SMURF-THP: Score Matching-based UnceRtainty quantiFication for Transformer Hawkes Process.,"Zichong Li, Yanbo Xu, Simiao Zuo, Haoming Jiang, Chao Zhang, Tuo Zhao, Hongyuan Zha",ICML,2023,https://proceedings.mlr.press/v202/li23aj.html
A Two-Stage Deep Learning Framework for Enhanced Waste Detection and Classification.,"Hongbo Pang, Changcheng Huang",ICMLA,2023,https://doi.org/10.1109/ICMLA58977.2023.00304
Scalable Spike-and-Slab.,"Niloy Biswas, Lester Mackey, Xiao-Li Meng",ICML,2022,https://proceedings.mlr.press/v162/biswas22a.html
Coin Flipping Neural Networks.,"Yuval Sieradzki, Nitzan Hodos, Gal Yehuda, Assaf Schuster",ICML,2022,https://proceedings.mlr.press/v162/sieradzki22a.html
Reverse Engineering the Neural Tangent Kernel.,"James Benjamin Simon, Sajant Anand, Michael Robert DeWeese",ICML,2022,https://proceedings.mlr.press/v162/simon22a.html
