Title,Authors,Venue,Year,URL
"2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR 2020, Seattle, WA, USA, June 13-19, 2020",,CVPR,2020,https://openaccess.thecvf.com/CVPR2020
"2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2020, Seattle, WA, USA, June 14-19, 2020",,CVPR Workshops,2020,https://openaccess.thecvf.com/CVPR2020_workshops
"NTIRE 2020 Challenge on Real Image Denoising: Dataset, Methods and Results.","Abdelrahman Abdelhamed, Mahmoud Afifi, Radu Timofte, Michael S. Brown, Yue Cao, Zhilu Zhang, Wangmeng Zuo, Xiaoling Zhang, Jiye Liu, Wendong Chen, Changyuan Wen, Meng Liu, Shuailin Lv, Yunchao Zhang, Zhihong Pan 0001, Baopu Li, Teng Xi, Yanwen Fan, Xiyu Yu, Gang Zhang, Jingtuo Liu, Junyu Han, Errui Ding, Songhyun Yu, Bumjun Park, Jechang Jeong, Shuai Liu 0009, Ziyao Zong, Nan Nan, Chenghua Li, Zengli Yang, Long Bao, Shuangquan Wang, Dongwoon Bai, Jungwon Lee, Youngjung Kim, Kyeongha Rho, Changyeop Shin, Sungho Kim, Pengliang Tang, Yiyun Zhao, Yuqian Zhou, Yuchen Fan, Thomas S. Huang, Zhihao Li, Nisarg A. Shah, Wei Liu, Qiong Yan, Yuzhi Zhao, Marcin Mozejko, Tomasz Latkowski, Lukasz Treszczotko, Michal Szafraniuk, Krzysztof Trojanowski, Yanhong Wu, Pablo Navarrete Michelini, Fengshuo Hu, Yunhua Lu, Sujin Kim, Wonjin Kim, Jaayeon Lee, Jang-Hwan Choi 0001, Magauiya Zhussip, Azamat Khassenov, Jong Hyun Kim, Hwechul Cho, Priya Kansal, Sabari Nathan, Zhangyu Ye, Xiwen Lu, Yaqi Wu, Jiangxin Yang, Yanlong Cao, Siliang Tang, Yanpeng Cao, Matteo Maggioni, Ioannis Marras, Thomas Tanay, Gregory G. Slabaugh, Youliang Yan, Myungjoo Kang, Han-Soo Choi, Kyungmin Song, Shusong Xu, Xiaomu Lu, Tingniao Wang, Chunxia Lei, Bin Liu, Rajat Gupta, Vineet Kumar 0005",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Abdelhamed_NTIRE_2020_Challenge_on_Real_Image_Denoising_Dataset_Methods_and_CVPRW_2020_paper.html
NTIRE 2020 Challenge on NonHomogeneous Dehazing.,"Codruta O. Ancuti, Cosmin Ancuti, Florin-Alexandru Vasluianu, Radu Timofte, Jing Liu 0031, Haiyan Wu, Yuan Xie 0006, Yanyun Qu, Lizhuang Ma, Ziling Huang, Qili Deng, Ju-Chin Chao, Tsung-Shan Yang, Peng-Wen Chen 0001, Po-Min Hsu, Tzu-Yi Liao, Chung-En Sun, Pei-Yuan Wu, Jeonghyeok Do, Jongmin Park, Munchurl Kim, Kareem Metwaly, Xuelu Li, Tiantong Guo, Vishal Monga, Mingzhao Yu, Venkateswararao Cherukuri, Shiue-Yuan Chuang, Tsung-Nan Lin, David Lee, Jerome Chang, Zhan-Han Wang, Yu-Bang Chang, Chang-Hong Lin, Yu Dong, Hongyu Zhou, Xiangzhen Kong, Sourya Dipta Das, Saikat Dutta 0002, Xuan Zhao, Bing Ouyang, Dennis Estrada, Meiqi Wang, Tianqi Su, Siyi Chen 0004, Bangyong Sun, Vincent Jacob Whannou de Dravo, Zhe Yu, Pratik Narang, Aryan Mehra, Navaneeth Raghunath, Murari Mandal",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Ancuti_NTIRE_2020_Challenge_on_NonHomogeneous_Dehazing_CVPRW_2020_paper.html
NTIRE 2020 Challenge on Spectral Reconstruction from an RGB Image.,"Boaz Arad, Radu Timofte, Ohad Ben-Shahar, Yi-Tun Lin, Graham D. Finlayson, Shai Givati, Jiaojiao Li 0001, Chaoxiong Wu, Rui Song 0003, Yunsong Li, Fei Liu, Zhiqiang Lang, Wei Wei 0008, Lei Zhang 0054, Jiangtao Nie, Yuzhi Zhao, Lai-Man Po, Qiong Yan, Wei Liu 0004, Tingyu Lin 0002, Youngjung Kim, Changyeop Shin, Kyeongha Rho, Sungho Kim, Zhiyu Zhu, Junhui Hou, He Sun 0009, Jinchang Ren, Zhenyu Fang, Yijun Yan, Hao Peng, Xiaomei Chen, Jie Zhao 0014, Tarek Stiebel, Simon Koppers, Dorit Merhof, Honey Gupta, Kaushik Mitra, Biebele Joslyn Fubara, Mohamed H. Sedky, Dave Dyke, Atmadeep Banerjee, Akash Palrecha, Sabarinathan sabarinathan, K. Uma, D. Synthiya Vinothini, B. Sathya Bama 0001, S. M. Md Mansoor Roomi",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Arad_NTIRE_2020_Challenge_on_Spectral_Reconstruction_From_an_RGB_Image_CVPRW_2020_paper.html
AI City Challenge 2020 - Computer Vision for Smart Transportation Applications.,"Ming-Ching Chang, Chen-Kuo Chiang, Chun-Ming Tsai, Yun-Kai Chang, Hsuan-Lun Chiang, Yu-An Wang, Shih-Ya Chang, Yun-Lun Li, Ming-Shuin Tsai, Hung-Yu Tseng",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w35/Chang_AI_City_Challenge_2020_-_Computer_Vision_for_Smart_Transportation_CVPRW_2020_paper.html
NTIRE 2020 Challenge on Video Quality Mapping: Methods and Results.,"Dario Fuoli, Zhiwu Huang, Martin Danelljan, Radu Timofte, Hua Wang, Longcun Jin, Dewei Su, Jing Liu 0031, Jaehoon Lee, Michal Kudelski, Lukasz Bala, Dmitry Hrybov, Marcin Mozejko, Muchen Li, Siyao Li, Bo Pang 0003, Cewu Lu, Chao Li 0034, Dongliang He, Fu Li, Shilei Wen",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Fuoli_NTIRE_2020_Challenge_on_Video_Quality_Mapping_Methods_and_Results_CVPRW_2020_paper.html
NTIRE 2020 Challenge on Real-World Image Super-Resolution: Methods and Results.,"Andreas Lugmayr, Martin Danelljan, Radu Timofte, Namhyuk Ahn, Dongwoon Bai, Jie Cai, Yun Cao, Junyang Chen 0001, Kaihua Cheng, Se Young Chun, Wei Deng, Mostafa El-Khamy, Chiu Man Ho, Xiaozhong Ji, Amin Kheradmand, Gwantae Kim, Hanseok Ko, Kanghyu Lee, Jungwon Lee, Hao Li 0058, Ziluan Liu, Zhi-Song Liu, Shuai Liu 0009, Yunhua Lu, Zibo Meng, Pablo Navarrete Michelini, Christian Micheloni, Kalpesh Prajapati, Haoyu Ren, Yonghyeok Seo, Wan-Chi Siu, Kyung-Ah Sohn, Ying Tai, Rao Muhammad Umer, Shuangquan Wang, Huibing Wang, Timothy Haoning Wu 0001, Haoning Wu 0001, Biao Yang, Fuzhi Yang, Jaejun Yoo 0001, Tongtong Zhao, Yuanbo Zhou, Haijie Zhuo, Ziyao Zong, Xueyi Zou",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Lugmayr_NTIRE_2020_Challenge_on_Real-World_Image_Super-Resolution_Methods_and_Results_CVPRW_2020_paper.html
NTIRE 2020 Challenge on Image and Video Deblurring.,"Seungjun Nah, Sanghyun Son 0002, Radu Timofte, Kyoung Mu Lee, Yu Tseng, Yu-Syuan Xu, Cheng-Ming Chiang, Yi-Min Tsai, Stephan Brehm, Sebastian A. Scherer, Dejia Xu, Yihao Chu, Qingyan Sun, Jiaqin Jiang, Lunhao Duan, Jian Yao 0002, Kuldeep Purohit, Maitreya Suin, A. N. Rajagopalan 0001, Yuichi Ito, Hrishikesh P. S, Densen Puthussery, Akhil K. A, C. V. Jiji, Guisik Kim, Deepa P. L, Zhiwei Xiong, Jie Huang 0017, Dong Liu 0002, Sangmin Kim, Hyungjoon Nam, Jisu Kim, Jechang Jeong, Shihua Huang, Yuchen Fan, Jiahui Yu, Haichao Yu, Thomas S. Huang, Ya Zhou, Xin Li 0082, Sen Liu 0001, Zhibo Chen 0001, Saikat Dutta 0002, Sourya Dipta Das, Shivam Garg, Daniel Sprague, Bhrij Patel, Thomas Huck",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Nah_NTIRE_2020_Challenge_on_Image_and_Video_Deblurring_CVPRW_2020_paper.html
Residual Pixel Attention Network for Spectral Reconstruction from RGB Images.,"Hao Peng, Xiaomei Chen, Jie Zhao",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Peng_Residual_Pixel_Attention_Network_for_Spectral_Reconstruction_From_RGB_Images_CVPRW_2020_paper.html
Thermal Image Super-Resolution Challenge - PBVS 2020.,"Rafael E. Rivadeneira, Ángel D. Sappa, Boris Xavier Vintimilla, Lin Guo, Jiankun Hou, Armin Mehri, Parichehr Behjati Ardakani, Heena Patel, Vishal M. Chudasama, Kalpesh Prajapati, Kishor P. Upla, Raghavendra Ramachandra, Kiran B. Raja, Christoph Busch 0001, Feras Almasri, Olivier Debeir, Sabari Nathan, Priya Kansal, Nolan Gutierrez, Bardia Mojra, William J. Beksi",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w6/Rivadeneira_Thermal_Image_Super-Resolution_Challenge_-_PBVS_2020_CVPRW_2020_paper.html
TAL EmotioNet Challenge 2020 Rethinking the Model Chosen Problem in Multi-Task Learning.,"Pengcheng Wang, Zihao Wang, Zhilong Ji, Xiao Liu 0040, Songfan Yang, Zhongqin Wu",CVPR Workshops,2020,https://openaccess.thecvf.com/content_CVPRW_2020/html/w29/Wang_TAL_EmotioNet_Challenge_2020_Rethinking_the_Model_Chosen_Problem_in_CVPRW_2020_paper.html
